"","Date","StartDateTime","EndDateTime","Arena","Locale","SessionType","SessionGroup","Latitude","Longitude"
"1",2015-01-20,2015-01-20 10:00:00,2015-01-20 10:45:00,"Y-Ruddy Family","East","Lane","Lane",45.481451,-75.508211
"2",2015-01-20,2015-01-20 08:15:00,2015-01-20 09:00:00,"Dovercourt","West End","Hot Tub/Sauna","Sauna",45.383344,-75.752209
"3",2015-01-20,2015-01-20 05:30:00,2015-01-20 06:30:00,"Y-Taggart Family","Central","Lane","Lane",45.411486,-75.689558
"4",2015-01-20,2015-01-20 06:00:00,2015-01-20 08:00:00,"Y-Clarence Rockland","East","Lane","Lane",45.550633,-75.286126
"5",2015-01-20,2015-01-20 20:15:00,2015-01-20 22:30:00,"Y-Carlingwood","West End","Adult","General",45.37274,-75.769143
"6",2015-01-20,2015-01-20 20:00:00,2015-01-20 20:45:00,"Y-Ruddy Family","East","Lane","Lane",45.481451,-75.508211
"7",2015-01-20,2015-01-20 18:30:00,2015-01-20 20:30:00,"Y-Taggart Family","Central","Family","General",45.411486,-75.689558
"8",2015-01-20,2015-01-20 13:30:00,2015-01-20 15:00:00,"Dovercourt","West End","Hot Tub/Sauna","Sauna",45.383344,-75.752209
"9",2015-01-20,2015-01-20 09:00:00,2015-01-20 10:00:00,"Dovercourt","West End","Family","General",45.383344,-75.752209
"10",2015-01-20,2015-01-20 07:30:00,2015-01-20 09:00:00,"Y-Carlingwood","West End","Adult","General",45.37274,-75.769143
"11",2015-01-20,2015-01-20 12:00:00,2015-01-20 13:00:00,"Y-Carlingwood","West End","Lane","Lane",45.37274,-75.769143
"12",2015-01-20,2015-01-20 15:00:00,2015-01-20 17:00:00,"Y-Taggart Family","Central","Public","General",45.411486,-75.689558
"13",2015-01-20,2015-01-20 06:00:00,2015-01-20 07:30:00,"Y-Carlingwood","West End","Lane","Lane",45.37274,-75.769143
"14",2015-01-20,2015-01-20 19:00:00,2015-01-20 20:30:00,"Dovercourt","West End","Hot Tub/Sauna","Sauna",45.383344,-75.752209
"15",2015-01-20,2015-01-20 18:30:00,2015-01-20 19:30:00,"Y-Taggart Family","Central","Lane","Lane",45.411486,-75.689558
"16",2015-01-20,2015-01-20 12:00:00,2015-01-20 13:00:00,"Dovercourt","West End","Adult","General",45.383344,-75.752209
"17",2015-01-20,2015-01-20 10:45:00,2015-01-20 17:00:00,"Y-Ruddy Family","East","Public","General",45.481451,-75.508211
"18",2015-01-20,2015-01-20 09:00:00,2015-01-20 09:45:00,"Y-Ruddy Family","East","Lane","Lane",45.481451,-75.508211
"19",2015-01-20,2015-01-20 06:00:00,2015-01-20 09:00:00,"Y-Ruddy Family","East","Lane","Lane",45.481451,-75.508211
"20",2015-01-20,2015-01-20 15:00:00,2015-01-20 16:30:00,"Y-Carlingwood","West End","Family","General",45.37274,-75.769143
"21",2015-01-20,2015-01-20 15:30:00,2015-01-20 18:00:00,"Y-Clarence Rockland","East","Public","General",45.550633,-75.286126
"22",2015-01-20,2015-01-20 11:30:00,2015-01-20 17:00:00,"Y-Taggart Family","Central","Family","General",45.411486,-75.689558
"23",2015-01-20,2015-01-20 06:00:00,2015-01-20 09:45:00,"Y-Ruddy Family","East","Family","General",45.481451,-75.508211
"24",2015-01-20,2015-01-20 21:00:00,2015-01-20 21:45:00,"Y-Clarence Rockland","East","Lane","Lane",45.550633,-75.286126
"25",2015-01-20,2015-01-20 11:30:00,2015-01-20 15:00:00,"Y-Taggart Family","Central","Lane","Lane",45.411486,-75.689558
"26",2015-01-20,2015-01-20 09:30:00,2015-01-20 10:15:00,"Y-Taggart Family","Central","Lane","Lane",45.411486,-75.689558
"27",2015-01-20,2015-01-20 13:00:00,2015-01-20 15:00:00,"Y-Carlingwood","West End","50+","Age Restricted",45.37274,-75.769143
"28",2015-01-20,2015-01-20 19:00:00,2015-01-20 20:00:00,"Y-Ruddy Family","East","Family","General",45.481451,-75.508211
"29",2015-01-20,2015-01-20 08:30:00,2015-01-20 09:30:00,"Y-Taggart Family","Central","Lane","Lane",45.411486,-75.689558
"30",2015-01-20,2015-01-20 20:45:00,2015-01-20 22:00:00,"Y-Ruddy Family","East","Lane","Lane",45.481451,-75.508211
"31",2015-01-20,2015-01-20 15:00:00,2015-01-20 16:30:00,"Y-Taggart Family","Central","Lane","Lane",45.411486,-75.689558
"32",2015-01-20,2015-01-20 15:30:00,2015-01-20 18:00:00,"Y-Clarence Rockland","East","Lane","Lane",45.550633,-75.286126
"33",2015-01-20,2015-01-20 11:00:00,2015-01-20 13:00:00,"Y-Clarence Rockland","East","Family","General",45.550633,-75.286126
"34",2015-01-20,2015-01-20 19:30:00,2015-01-20 21:30:00,"Y-Taggart Family","Central","Lane","Lane",45.411486,-75.689558
"35",2015-01-20,2015-01-20 10:15:00,2015-01-20 11:30:00,"Y-Taggart Family","Central","Lane","Lane",45.411486,-75.689558
"36",2015-01-20,2015-01-20 11:00:00,2015-01-20 13:30:00,"Y-Clarence Rockland","East","Lane","Lane",45.550633,-75.286126
"37",2015-01-20,2015-01-20 20:30:00,2015-01-20 21:30:00,"Dovercourt","West End","Adult","General",45.383344,-75.752209
"38",2015-01-21,2015-01-21 20:45:00,2015-01-21 21:45:00,"Dovercourt","West End","Adult","General",45.383344,-75.752209
"39",2015-01-21,2015-01-21 11:00:00,2015-01-21 13:30:00,"Y-Clarence Rockland","East","Family","General",45.550633,-75.286126
"40",2015-01-21,2015-01-21 07:30:00,2015-01-21 09:00:00,"Y-Carlingwood","West End","Adult","General",45.37274,-75.769143
"41",2015-01-21,2015-01-21 06:00:00,2015-01-21 09:00:00,"Y-Ruddy Family","East","Lane","Lane",45.481451,-75.508211
"42",2015-01-21,2015-01-21 20:30:00,2015-01-21 21:45:00,"Y-Clarence Rockland","East","Lane","Lane",45.550633,-75.286126
"43",2015-01-21,2015-01-21 15:00:00,2015-01-21 17:00:00,"Y-Taggart Family","Central","Public","General",45.411486,-75.689558
"44",2015-01-21,2015-01-21 19:00:00,2015-01-21 19:45:00,"Y-Taggart Family","Central","Lane","Lane",45.411486,-75.689558
"45",2015-01-21,2015-01-21 12:00:00,2015-01-21 13:00:00,"Y-Carlingwood","West End","Lane","Lane",45.37274,-75.769143
"46",2015-01-21,2015-01-21 11:00:00,2015-01-21 13:30:00,"Y-Clarence Rockland","East","Lane","Lane",45.550633,-75.286126
"47",2015-01-21,2015-01-21 20:00:00,2015-01-21 22:00:00,"Y-Ruddy Family","East","Lane","Lane",45.481451,-75.508211
"48",2015-01-21,2015-01-21 10:45:00,2015-01-21 12:00:00,"Y-Ruddy Family","East","Lane","Lane",45.481451,-75.508211
"49",2015-01-21,2015-01-21 12:00:00,2015-01-21 13:00:00,"Dovercourt","West End","Adult","General",45.383344,-75.752209
"50",2015-01-21,2015-01-21 15:30:00,2015-01-21 17:30:00,"Y-Carlingwood","West End","Family","General",45.37274,-75.769143
"51",2015-01-21,2015-01-21 12:00:00,2015-01-21 17:00:00,"Y-Ruddy Family","East","Public","General",45.481451,-75.508211
"52",2015-01-21,2015-01-21 11:30:00,2015-01-21 17:30:00,"Y-Taggart Family","Central","Family","General",45.411486,-75.689558
"53",2015-01-21,2015-01-21 10:00:00,2015-01-21 10:45:00,"Y-Ruddy Family","East","Lane","Lane",45.481451,-75.508211
"54",2015-01-21,2015-01-21 15:00:00,2015-01-21 16:00:00,"Dovercourt","West End","With Disability","With Disability",45.383344,-75.752209
"55",2015-01-21,2015-01-21 19:00:00,2015-01-21 20:00:00,"Dovercourt","West End","Public","General",45.383344,-75.752209
"56",2015-01-21,2015-01-21 15:00:00,2015-01-21 16:00:00,"Dovercourt","West End","50+","Age Restricted",45.383344,-75.752209
"57",2015-01-21,2015-01-21 11:00:00,2015-01-21 12:00:00,"Dovercourt","West End","With Disability","With Disability",45.383344,-75.752209
"58",2015-01-21,2015-01-21 14:00:00,2015-01-21 15:30:00,"Y-Carlingwood","West End","50+","Age Restricted",45.37274,-75.769143
"59",2015-01-21,2015-01-21 19:45:00,2015-01-21 21:00:00,"Y-Carlingwood","West End","Public","General",45.37274,-75.769143
"60",2015-01-21,2015-01-21 15:00:00,2015-01-21 17:00:00,"Y-Taggart Family","Central","Lane","Lane",45.411486,-75.689558
"61",2015-01-21,2015-01-21 20:00:00,2015-01-21 20:45:00,"Dovercourt","West End","Hot Tub/Sauna","Sauna",45.383344,-75.752209
"62",2015-01-21,2015-01-21 10:15:00,2015-01-21 11:30:00,"Y-Taggart Family","Central","Lane","Lane",45.411486,-75.689558
"63",2015-01-21,2015-01-21 06:00:00,2015-01-21 07:30:00,"Y-Carlingwood","West End","Lane","Lane",45.37274,-75.769143
"64",2015-01-21,2015-01-21 19:00:00,2015-01-21 20:00:00,"Y-Ruddy Family","East","Family","General",45.481451,-75.508211
"65",2015-01-21,2015-01-21 11:30:00,2015-01-21 15:00:00,"Y-Taggart Family","Central","Lane","Lane",45.411486,-75.689558
"66",2015-01-21,2015-01-21 10:00:00,2015-01-21 11:15:00,"Y-Carlingwood","West End","Public","General",45.37274,-75.769143
"67",2015-01-21,2015-01-21 06:00:00,2015-01-21 12:00:00,"Y-Ruddy Family","East","Family","General",45.481451,-75.508211
"68",2015-01-21,2015-01-21 21:00:00,2015-01-21 22:00:00,"Y-Carlingwood","West End","Lane","Lane",45.37274,-75.769143
"69",2015-01-21,2015-01-21 15:30:00,2015-01-21 17:00:00,"Y-Clarence Rockland","East","Lane","Lane",45.550633,-75.286126
"70",2015-01-21,2015-01-21 06:00:00,2015-01-21 09:00:00,"Y-Clarence Rockland","East","Lane","Lane",45.550633,-75.286126
"71",2015-01-21,2015-01-21 05:30:00,2015-01-21 09:00:00,"Y-Taggart Family","Central","Lane","Lane",45.411486,-75.689558
"72",2015-01-21,2015-01-21 09:30:00,2015-01-21 10:30:00,"Dovercourt","West End","Family","General",45.383344,-75.752209
"73",2015-01-21,2015-01-21 09:30:00,2015-01-21 10:15:00,"Y-Taggart Family","Central","Lane","Lane",45.411486,-75.689558
"74",2015-01-21,2015-01-21 09:00:00,2015-01-21 09:45:00,"Y-Ruddy Family","East","Lane","Lane",45.481451,-75.508211
"75",2015-01-21,2015-01-21 15:30:00,2015-01-21 17:00:00,"Y-Clarence Rockland","East","Public","General",45.550633,-75.286126
"76",2015-01-21,2015-01-21 17:00:00,2015-01-21 18:00:00,"Y-Taggart Family","Central","Lane","Lane",45.411486,-75.689558
"77",2015-01-21,2015-01-21 06:30:00,2015-01-21 08:15:00,"Dovercourt","West End","Lane","Lane",45.383344,-75.752209
"78",2015-01-21,2015-01-21 08:15:00,2015-01-21 09:00:00,"Dovercourt","West End","Hot Tub/Sauna","Sauna",45.383344,-75.752209
"79",2015-01-22,2015-01-22 12:00:00,2015-01-22 17:00:00,"Y-Ruddy Family","East","Public","General",45.481451,-75.508211
"80",2015-01-22,2015-01-22 15:30:00,2015-01-22 18:00:00,"Y-Clarence Rockland","East","Lane","Lane",45.550633,-75.286126
"81",2015-01-22,2015-01-22 07:30:00,2015-01-22 09:00:00,"Y-Carlingwood","West End","Adult","General",45.37274,-75.769143
"82",2015-01-22,2015-01-22 15:30:00,2015-01-22 18:00:00,"Y-Clarence Rockland","East","Public","General",45.550633,-75.286126
"83",2015-01-22,2015-01-22 08:45:00,2015-01-22 09:30:00,"Dovercourt","West End","Hot Tub/Sauna","Sauna",45.383344,-75.752209
"84",2015-01-22,2015-01-22 14:45:00,2015-01-22 15:45:00,"Dovercourt","West End","Hot Tub/Sauna","Sauna",45.383344,-75.752209
"85",2015-01-22,2015-01-22 20:30:00,2015-01-22 21:30:00,"Y-Taggart Family","Central","Lane","Lane",45.411486,-75.689558
"86",2015-01-22,2015-01-22 18:30:00,2015-01-22 19:30:00,"Dovercourt","West End","With Disability","With Disability",45.383344,-75.752209
"87",2015-01-22,2015-01-22 10:00:00,2015-01-22 10:45:00,"Y-Ruddy Family","East","Lane","Lane",45.481451,-75.508211
"88",2015-01-22,2015-01-22 15:00:00,2015-01-22 17:00:00,"Y-Taggart Family","Central","Lane","Lane",45.411486,-75.689558
"89",2015-01-22,2015-01-22 20:00:00,2015-01-22 22:00:00,"Y-Ruddy Family","East","Lane","Lane",45.481451,-75.508211
"90",2015-01-22,2015-01-22 18:30:00,2015-01-22 19:30:00,"Y-Taggart Family","Central","Family","General",45.411486,-75.689558
"91",2015-01-22,2015-01-22 19:30:00,2015-01-22 20:30:00,"Y-Taggart Family","Central","Lane","Lane",45.411486,-75.689558
"92",2015-01-22,2015-01-22 08:30:00,2015-01-22 09:30:00,"Y-Taggart Family","Central","Lane","Lane",45.411486,-75.689558
"93",2015-01-22,2015-01-22 21:00:00,2015-01-22 21:45:00,"Y-Clarence Rockland","East","Lane","Lane",45.550633,-75.286126
"94",2015-01-22,2015-01-22 06:00:00,2015-01-22 07:30:00,"Y-Carlingwood","West End","Lane","Lane",45.37274,-75.769143
"95",2015-01-22,2015-01-22 20:30:00,2015-01-22 21:30:00,"Y-Carlingwood","West End","Adult","General",45.37274,-75.769143
"96",2015-01-22,2015-01-22 13:15:00,2015-01-22 14:30:00,"Y-Carlingwood","West End","50+","Age Restricted",45.37274,-75.769143
"97",2015-01-22,2015-01-22 09:30:00,2015-01-22 10:15:00,"Y-Taggart Family","Central","Lane","Lane",45.411486,-75.689558
"98",2015-01-22,2015-01-22 18:30:00,2015-01-22 19:30:00,"Dovercourt","West End","Public","General",45.383344,-75.752209
"99",2015-01-22,2015-01-22 13:00:00,2015-01-22 15:00:00,"Y-Taggart Family","Central","Lane","Lane",45.411486,-75.689558
"100",2015-01-22,2015-01-22 06:00:00,2015-01-22 09:00:00,"Y-Clarence Rockland","East","Lane","Lane",45.550633,-75.286126
"101",2015-01-22,2015-01-22 19:30:00,2015-01-22 21:00:00,"Dovercourt","West End","Hot Tub/Sauna","Sauna",45.383344,-75.752209
"102",2015-01-22,2015-01-22 11:00:00,2015-01-22 13:00:00,"Y-Clarence Rockland","East","Family","General",45.550633,-75.286126
"103",2015-01-22,2015-01-22 11:30:00,2015-01-22 17:00:00,"Y-Taggart Family","Central","Family","General",45.411486,-75.689558
"104",2015-01-22,2015-01-22 11:00:00,2015-01-22 12:30:00,"Y-Carlingwood","West End","Lane","Lane",45.37274,-75.769143
"105",2015-01-22,2015-01-22 11:00:00,2015-01-22 13:30:00,"Y-Clarence Rockland","East","Lane","Lane",45.550633,-75.286126
"106",2015-01-22,2015-01-22 10:15:00,2015-01-22 13:00:00,"Y-Taggart Family","Central","Lane","Lane",45.411486,-75.689558
"107",2015-01-22,2015-01-22 17:00:00,2015-01-22 19:30:00,"Y-Taggart Family","Central","Lane","Lane",45.411486,-75.689558
"108",2015-01-22,2015-01-22 06:00:00,2015-01-22 12:00:00,"Y-Ruddy Family","East","Family","General",45.481451,-75.508211
"109",2015-01-22,2015-01-22 14:30:00,2015-01-22 16:30:00,"Y-Carlingwood","West End","Family","General",45.37274,-75.769143
"110",2015-01-22,2015-01-22 11:15:00,2015-01-22 12:00:00,"Dovercourt","West End","Hot Tub/Sauna","Sauna",45.383344,-75.752209
"111",2015-01-22,2015-01-22 15:00:00,2015-01-22 17:00:00,"Y-Taggart Family","Central","Public","General",45.411486,-75.689558
"112",2015-01-22,2015-01-22 09:45:00,2015-01-22 11:00:00,"Y-Carlingwood","West End","Public","General",45.37274,-75.769143
"113",2015-01-22,2015-01-22 09:00:00,2015-01-22 09:45:00,"Y-Ruddy Family","East","Lane","Lane",45.481451,-75.508211
"114",2015-01-22,2015-01-22 10:45:00,2015-01-22 12:00:00,"Y-Ruddy Family","East","Lane","Lane",45.481451,-75.508211
"115",2015-01-22,2015-01-22 21:30:00,2015-01-22 22:30:00,"Y-Carlingwood","West End","Lane","Lane",45.37274,-75.769143
"116",2015-01-22,2015-01-22 12:00:00,2015-01-22 13:00:00,"Dovercourt","West End","Adult","General",45.383344,-75.752209
"117",2015-01-22,2015-01-22 21:00:00,2015-01-22 22:00:00,"Dovercourt","West End","Adult","General",45.383344,-75.752209
"118",2015-01-22,2015-01-22 05:30:00,2015-01-22 06:30:00,"Y-Taggart Family","Central","Lane","Lane",45.411486,-75.689558
"119",2015-01-22,2015-01-22 06:00:00,2015-01-22 09:00:00,"Y-Ruddy Family","East","Lane","Lane",45.481451,-75.508211
"120",2015-01-22,2015-01-22 19:00:00,2015-01-22 20:00:00,"Y-Ruddy Family","East","Family","General",45.481451,-75.508211
"121",2015-01-23,2015-01-23 11:30:00,2015-01-23 17:30:00,"Y-Taggart Family","Central","Family","General",45.411486,-75.689558
"122",2015-01-23,2015-01-23 19:15:00,2015-01-23 21:00:00,"Y-Carlingwood","West End","Adult","General",45.37274,-75.769143
"123",2015-01-23,2015-01-23 18:00:00,2015-01-23 20:30:00,"Y-Taggart Family","Central","Lane","Lane",45.411486,-75.689558
"124",2015-01-23,2015-01-23 10:00:00,2015-01-23 10:45:00,"Y-Ruddy Family","East","Lane","Lane",45.481451,-75.508211
"125",2015-01-23,2015-01-23 10:00:00,2015-01-23 12:00:00,"Y-Carlingwood","West End","Public","General",45.37274,-75.769143
"126",2015-01-23,2015-01-23 08:30:00,2015-01-23 09:30:00,"Y-Taggart Family","Central","Lane","Lane",45.411486,-75.689558
"127",2015-01-23,2015-01-23 06:00:00,2015-01-23 09:00:00,"Y-Ruddy Family","East","Lane","Lane",45.481451,-75.508211
"128",2015-01-23,2015-01-23 18:00:00,2015-01-23 20:30:00,"Y-Taggart Family","Central","Family","General",45.411486,-75.689558
"129",2015-01-23,2015-01-23 15:00:00,2015-01-23 17:00:00,"Y-Taggart Family","Central","Public","General",45.411486,-75.689558
"130",2015-01-23,2015-01-23 20:30:00,2015-01-23 21:30:00,"Y-Taggart Family","Central","Lane","Lane",45.411486,-75.689558
"131",2015-01-23,2015-01-23 13:00:00,2015-01-23 15:00:00,"Y-Taggart Family","Central","Lane","Lane",45.411486,-75.689558
"132",2015-01-23,2015-01-23 11:00:00,2015-01-23 12:00:00,"Dovercourt","West End","Family","General",45.383344,-75.752209
"133",2015-01-23,2015-01-23 08:00:00,2015-01-23 10:00:00,"Dovercourt","West End","Hot Tub/Sauna","Sauna",45.383344,-75.752209
"134",2015-01-23,2015-01-23 15:30:00,2015-01-23 19:00:00,"Y-Clarence Rockland","East","Lane","Lane",45.550633,-75.286126
"135",2015-01-23,2015-01-23 05:30:00,2015-01-23 06:30:00,"Y-Taggart Family","Central","Lane","Lane",45.411486,-75.689558
"136",2015-01-23,2015-01-23 14:00:00,2015-01-23 16:00:00,"Y-Carlingwood","West End","50+","Age Restricted",45.37274,-75.769143
"137",2015-01-23,2015-01-23 09:00:00,2015-01-23 09:45:00,"Y-Ruddy Family","East","Lane","Lane",45.481451,-75.508211
"138",2015-01-23,2015-01-23 06:00:00,2015-01-23 07:30:00,"Y-Carlingwood","West End","Lane","Lane",45.37274,-75.769143
"139",2015-01-23,2015-01-23 10:15:00,2015-01-23 12:00:00,"Y-Taggart Family","Central","Lane","Lane",45.411486,-75.689558
"140",2015-01-23,2015-01-23 09:30:00,2015-01-23 10:15:00,"Y-Taggart Family","Central","Lane","Lane",45.411486,-75.689558
"141",2015-01-23,2015-01-23 12:00:00,2015-01-23 13:00:00,"Dovercourt","West End","Adult","General",45.383344,-75.752209
"142",2015-01-23,2015-01-23 16:00:00,2015-01-23 18:15:00,"Y-Carlingwood","West End","Family","General",45.37274,-75.769143
"143",2015-01-23,2015-01-23 15:30:00,2015-01-23 18:00:00,"Y-Clarence Rockland","East","Public","General",45.550633,-75.286126
"144",2015-01-23,2015-01-23 10:45:00,2015-01-23 12:00:00,"Y-Ruddy Family","East","Lane","Lane",45.481451,-75.508211
"145",2015-01-23,2015-01-23 12:00:00,2015-01-23 13:00:00,"Y-Taggart Family","Central","Lane","Lane",45.411486,-75.689558
"146",2015-01-23,2015-01-23 06:30:00,2015-01-23 08:00:00,"Dovercourt","West End","Lane","Lane",45.383344,-75.752209
"147",2015-01-23,2015-01-23 15:00:00,2015-01-23 18:00:00,"Y-Taggart Family","Central","Lane","Lane",45.411486,-75.689558
"148",2015-01-23,2015-01-23 11:00:00,2015-01-23 13:30:00,"Y-Clarence Rockland","East","Lane","Lane",45.550633,-75.286126
"149",2015-01-23,2015-01-23 18:00:00,2015-01-23 20:00:00,"Y-Ruddy Family","East","Family","General",45.481451,-75.508211
"150",2015-01-23,2015-01-23 06:00:00,2015-01-23 12:00:00,"Y-Ruddy Family","East","Family","General",45.481451,-75.508211
"151",2015-01-23,2015-01-23 18:30:00,2015-01-23 20:00:00,"Dovercourt","West End","Public","General",45.383344,-75.752209
"152",2015-01-23,2015-01-23 06:00:00,2015-01-23 09:00:00,"Y-Clarence Rockland","East","Lane","Lane",45.550633,-75.286126
"153",2015-01-23,2015-01-23 18:00:00,2015-01-23 22:00:00,"Y-Ruddy Family","East","Lane","Lane",45.481451,-75.508211
"154",2015-01-23,2015-01-23 11:00:00,2015-01-23 13:30:00,"Y-Clarence Rockland","East","Family","General",45.550633,-75.286126
"155",2015-01-23,2015-01-23 07:30:00,2015-01-23 09:00:00,"Y-Carlingwood","West End","Adult","General",45.37274,-75.769143
"156",2015-01-23,2015-01-23 12:00:00,2015-01-23 13:00:00,"Y-Carlingwood","West End","Lane","Lane",45.37274,-75.769143
"157",2015-01-23,2015-01-23 12:00:00,2015-01-23 18:00:00,"Y-Ruddy Family","East","Public","General",45.481451,-75.508211
"158",2015-01-23,2015-01-23 20:00:00,2015-01-23 21:00:00,"Y-Clarence Rockland","East","Lane","Lane",45.550633,-75.286126
"159",2015-01-24,2015-01-24 14:15:00,2015-01-24 16:00:00,"Dovercourt","West End","Family","General",45.383344,-75.752209
"160",2015-01-24,2015-01-24 13:00:00,2015-01-24 15:00:00,"Y-Carlingwood","West End","Family","General",45.37274,-75.769143
"161",2015-01-24,2015-01-24 12:00:00,2015-01-24 13:00:00,"Y-Carlingwood","West End","Lane","Lane",45.37274,-75.769143
"162",2015-01-24,2015-01-24 07:30:00,2015-01-24 09:00:00,"Y-Ruddy Family","East","Lane","Lane",45.481451,-75.508211
"163",2015-01-24,2015-01-24 08:00:00,2015-01-24 09:00:00,"Y-Carlingwood","West End","Lane","Lane",45.37274,-75.769143
"164",2015-01-24,2015-01-24 09:00:00,2015-01-24 09:45:00,"Y-Taggart Family","Central","Lane","Lane",45.411486,-75.689558
"165",2015-01-24,2015-01-24 16:00:00,2015-01-24 17:00:00,"Y-Taggart Family","Central","Lane","Lane",45.411486,-75.689558
"166",2015-01-24,2015-01-24 16:30:00,2015-01-24 17:30:00,"Y-Clarence Rockland","East","Lane","Lane",45.550633,-75.286126
"167",2015-01-24,2015-01-24 12:15:00,2015-01-24 16:30:00,"Y-Clarence Rockland","East","Public","General",45.550633,-75.286126
"168",2015-01-24,2015-01-24 13:00:00,2015-01-24 16:00:00,"Y-Taggart Family","Central","Lane","Lane",45.411486,-75.689558
"169",2015-01-24,2015-01-24 13:00:00,2015-01-24 17:00:00,"Y-Taggart Family","Central","Family","General",45.411486,-75.689558
"170",2015-01-24,2015-01-24 19:30:00,2015-01-24 20:30:00,"Dovercourt","West End","Public","General",45.383344,-75.752209
"171",2015-01-24,2015-01-24 12:00:00,2015-01-24 18:30:00,"Y-Ruddy Family","East","Public","General",45.481451,-75.508211
"172",2015-01-24,2015-01-24 07:00:00,2015-01-24 09:00:00,"Y-Taggart Family","Central","Lane","Lane",45.411486,-75.689558
"173",2015-01-24,2015-01-24 07:00:00,2015-01-24 08:00:00,"Dovercourt","West End","Lane","Lane",45.383344,-75.752209
"174",2015-01-24,2015-01-24 07:30:00,2015-01-24 09:00:00,"Y-Ruddy Family","East","Family","General",45.481451,-75.508211
"175",2015-01-24,2015-01-24 17:00:00,2015-01-24 18:30:00,"Y-Carlingwood","West End","Adult","General",45.37274,-75.769143
"176",2015-01-24,2015-01-24 14:00:00,2015-01-24 16:00:00,"Y-Taggart Family","Central","Public","General",45.411486,-75.689558
"177",2015-01-24,2015-01-24 08:00:00,2015-01-24 09:00:00,"Y-Clarence Rockland","East","Lane","Lane",45.550633,-75.286126
"178",2015-01-25,2015-01-25 12:00:00,2015-01-25 13:00:00,"Y-Carlingwood","West End","Public","General",45.37274,-75.769143
"179",2015-01-25,2015-01-25 13:00:00,2015-01-25 15:00:00,"Y-Carlingwood","West End","Family","General",45.37274,-75.769143
"180",2015-01-25,2015-01-25 15:00:00,2015-01-25 16:00:00,"Dovercourt","West End","Public","General",45.383344,-75.752209
"181",2015-01-25,2015-01-25 08:00:00,2015-01-25 08:45:00,"Y-Taggart Family","Central","Lane","Lane",45.411486,-75.689558
"182",2015-01-25,2015-01-25 13:00:00,2015-01-25 17:30:00,"Y-Ruddy Family","East","Public","General",45.481451,-75.508211
"183",2015-01-25,2015-01-25 08:00:00,2015-01-25 09:00:00,"Y-Carlingwood","West End","Lane","Lane",45.37274,-75.769143
"184",2015-01-25,2015-01-25 16:00:00,2015-01-25 17:00:00,"Dovercourt","West End","Family","General",45.383344,-75.752209
"185",2015-01-25,2015-01-25 10:45:00,2015-01-25 16:00:00,"Y-Taggart Family","Central","Lane","Lane",45.411486,-75.689558
"186",2015-01-25,2015-01-25 12:15:00,2015-01-25 16:30:00,"Y-Clarence Rockland","East","Public","General",45.550633,-75.286126
"187",2015-01-25,2015-01-25 07:00:00,2015-01-25 08:00:00,"Dovercourt","West End","Adult","General",45.383344,-75.752209
"188",2015-01-25,2015-01-25 07:30:00,2015-01-25 09:00:00,"Y-Ruddy Family","East","Family","General",45.481451,-75.508211
"189",2015-01-25,2015-01-25 12:30:00,2015-01-25 13:00:00,"Y-Ruddy Family","East","Family","General",45.481451,-75.508211
"190",2015-01-25,2015-01-25 07:00:00,2015-01-25 08:00:00,"Dovercourt","West End","With Disability","With Disability",45.383344,-75.752209
"191",2015-01-25,2015-01-25 16:30:00,2015-01-25 17:30:00,"Y-Clarence Rockland","East","Lane","Lane",45.550633,-75.286126
"192",2015-01-25,2015-01-25 13:00:00,2015-01-25 16:00:00,"Y-Taggart Family","Central","Public","General",45.411486,-75.689558
"193",2015-01-25,2015-01-25 07:30:00,2015-01-25 09:00:00,"Y-Ruddy Family","East","Lane","Lane",45.481451,-75.508211
"194",2015-01-25,2015-01-25 09:00:00,2015-01-25 10:00:00,"Y-Carlingwood","West End","Adult","General",45.37274,-75.769143
"195",2015-01-25,2015-01-25 10:45:00,2015-01-25 17:00:00,"Y-Taggart Family","Central","Family","General",45.411486,-75.689558
"196",2015-01-25,2015-01-25 12:30:00,2015-01-25 13:00:00,"Y-Ruddy Family","East","Lane","Lane",45.481451,-75.508211
"197",2015-01-26,2015-01-26 06:00:00,2015-01-26 09:00:00,"Y-Clarence Rockland","East","Lane","Lane",45.550633,-75.286126
"198",2015-01-26,2015-01-26 17:00:00,2015-01-26 20:00:00,"Y-Ruddy Family","East","Family","General",45.481451,-75.508211
"199",2015-01-26,2015-01-26 10:00:00,2015-01-26 10:45:00,"Y-Ruddy Family","East","Lane","Lane",45.481451,-75.508211
"200",2015-01-26,2015-01-26 11:30:00,2015-01-26 17:30:00,"Y-Taggart Family","Central","Family","General",45.411486,-75.689558
"201",2015-01-26,2015-01-26 09:30:00,2015-01-26 10:15:00,"Y-Taggart Family","Central","Lane","Lane",45.411486,-75.689558
"202",2015-01-26,2015-01-26 19:00:00,2015-01-26 19:45:00,"Y-Taggart Family","Central","Lane","Lane",45.411486,-75.689558
"203",2015-01-26,2015-01-26 10:15:00,2015-01-26 11:30:00,"Y-Taggart Family","Central","Lane","Lane",45.411486,-75.689558
"204",2015-01-26,2015-01-26 20:00:00,2015-01-26 20:45:00,"Dovercourt","West End","Hot Tub/Sauna","Sauna",45.383344,-75.752209
