"","Date","StartDateTime","EndDateTime","Arena","Locale","SessionType","SessionGroup","Latitude","Longitude"
"617",2016-05-26,2016-05-26 17:00:00,2016-05-26 17:50:00,"Jim Durrell Recreation Centre","Central","Public","Skating","45.372846","-75.6597"
"618",2016-06-02,2016-06-02 17:00:00,2016-06-02 17:50:00,"Jim Durrell Recreation Centre","Central","Public","Skating","45.372846","-75.6597"
"619",2016-06-09,2016-06-09 17:00:00,2016-06-09 17:50:00,"Jim Durrell Recreation Centre","Central","Public","Skating","45.372846","-75.6597"
"620",2016-06-16,2016-06-16 17:00:00,2016-06-16 17:50:00,"Jim Durrell Recreation Centre","Central","Public","Skating","45.372846","-75.6597"
"621",2016-06-23,2016-06-23 17:00:00,2016-06-23 17:50:00,"Jim Durrell Recreation Centre","Central","Public","Skating","45.372846","-75.6597"
"622",2016-06-30,2016-06-30 17:00:00,2016-06-30 17:50:00,"Jim Durrell Recreation Centre","Central","Public","Skating","45.372846","-75.6597"
"623",2016-07-07,2016-07-07 17:00:00,2016-07-07 17:50:00,"Jim Durrell Recreation Centre","Central","Public","Skating","45.372846","-75.6597"
"624",2016-07-14,2016-07-14 17:00:00,2016-07-14 17:50:00,"Jim Durrell Recreation Centre","Central","Public","Skating","45.372846","-75.6597"
"625",2016-07-21,2016-07-21 17:00:00,2016-07-21 17:50:00,"Jim Durrell Recreation Centre","Central","Public","Skating","45.372846","-75.6597"
"626",2016-07-28,2016-07-28 17:00:00,2016-07-28 17:50:00,"Jim Durrell Recreation Centre","Central","Public","Skating","45.372846","-75.6597"
"627",2016-08-04,2016-08-04 17:00:00,2016-08-04 17:50:00,"Jim Durrell Recreation Centre","Central","Public","Skating","45.372846","-75.6597"
"628",2016-08-11,2016-08-11 17:00:00,2016-08-11 17:50:00,"Jim Durrell Recreation Centre","Central","Public","Skating","45.372846","-75.6597"
"629",2016-08-18,2016-08-18 17:00:00,2016-08-18 17:50:00,"Jim Durrell Recreation Centre","Central","Public","Skating","45.372846","-75.6597"
"630",2016-08-25,2016-08-25 17:00:00,2016-08-25 17:50:00,"Jim Durrell Recreation Centre","Central","Public","Skating","45.372846","-75.6597"
"631",2016-05-08,2016-05-08 17:00:00,2016-05-08 17:50:00,"Minto - Barrhaven","South","Public","Skating","45.253397","-75.736022"
"632",2016-05-15,2016-05-15 17:00:00,2016-05-15 17:50:00,"Minto - Barrhaven","South","Public","Skating","45.253397","-75.736022"
"633",2016-05-22,2016-05-22 17:00:00,2016-05-22 17:50:00,"Minto - Barrhaven","South","Public","Skating","45.253397","-75.736022"
"634",2016-05-29,2016-05-29 17:00:00,2016-05-29 17:50:00,"Minto - Barrhaven","South","Public","Skating","45.253397","-75.736022"
"635",2016-06-05,2016-06-05 17:00:00,2016-06-05 17:50:00,"Minto - Barrhaven","South","Public","Skating","45.253397","-75.736022"
"636",2016-06-12,2016-06-12 17:00:00,2016-06-12 17:50:00,"Minto - Barrhaven","South","Public","Skating","45.253397","-75.736022"
"637",2016-06-19,2016-06-19 17:00:00,2016-06-19 17:50:00,"Minto - Barrhaven","South","Public","Skating","45.253397","-75.736022"
"638",2016-06-26,2016-06-26 17:00:00,2016-06-26 17:50:00,"Minto - Barrhaven","South","Public","Skating","45.253397","-75.736022"
"639",2016-07-03,2016-07-03 17:00:00,2016-07-03 17:50:00,"Minto - Barrhaven","South","Public","Skating","45.253397","-75.736022"
"640",2016-07-10,2016-07-10 17:00:00,2016-07-10 17:50:00,"Minto - Barrhaven","South","Public","Skating","45.253397","-75.736022"
"641",2016-07-17,2016-07-17 17:00:00,2016-07-17 17:50:00,"Minto - Barrhaven","South","Public","Skating","45.253397","-75.736022"
"642",2016-07-24,2016-07-24 17:00:00,2016-07-24 17:50:00,"Minto - Barrhaven","South","Public","Skating","45.253397","-75.736022"
"643",2016-07-31,2016-07-31 17:00:00,2016-07-31 17:50:00,"Minto - Barrhaven","South","Public","Skating","45.253397","-75.736022"
"644",2016-08-07,2016-08-07 17:00:00,2016-08-07 17:50:00,"Minto - Barrhaven","South","Public","Skating","45.253397","-75.736022"
"645",2016-08-14,2016-08-14 17:00:00,2016-08-14 17:50:00,"Minto - Barrhaven","South","Public","Skating","45.253397","-75.736022"
"646",2016-08-21,2016-08-21 17:00:00,2016-08-21 17:50:00,"Minto - Barrhaven","South","Public","Skating","45.253397","-75.736022"
"647",2016-08-28,2016-08-28 17:00:00,2016-08-28 17:50:00,"Minto - Barrhaven","South","Public","Skating","45.253397","-75.736022"
"648",2016-05-11,2016-05-11 19:30:00,2016-05-11 20:30:00,"Jim Durrell Recreation Centre","Central","Public","Skating","45.372846","-75.6597"
"649",2016-05-18,2016-05-18 19:30:00,2016-05-18 20:30:00,"Jim Durrell Recreation Centre","Central","Public","Skating","45.372846","-75.6597"
"650",2016-05-25,2016-05-25 19:30:00,2016-05-25 20:30:00,"Jim Durrell Recreation Centre","Central","Public","Skating","45.372846","-75.6597"
"651",2016-06-01,2016-06-01 19:30:00,2016-06-01 20:30:00,"Jim Durrell Recreation Centre","Central","Public","Skating","45.372846","-75.6597"
"652",2016-06-08,2016-06-08 19:30:00,2016-06-08 20:30:00,"Jim Durrell Recreation Centre","Central","Public","Skating","45.372846","-75.6597"
"653",2016-06-15,2016-06-15 19:30:00,2016-06-15 20:30:00,"Jim Durrell Recreation Centre","Central","Public","Skating","45.372846","-75.6597"
"654",2016-06-22,2016-06-22 19:30:00,2016-06-22 20:30:00,"Jim Durrell Recreation Centre","Central","Public","Skating","45.372846","-75.6597"
"655",2016-06-29,2016-06-29 19:30:00,2016-06-29 20:30:00,"Jim Durrell Recreation Centre","Central","Public","Skating","45.372846","-75.6597"
"656",2016-07-06,2016-07-06 19:30:00,2016-07-06 20:30:00,"Jim Durrell Recreation Centre","Central","Public","Skating","45.372846","-75.6597"
"657",2016-07-13,2016-07-13 19:30:00,2016-07-13 20:30:00,"Jim Durrell Recreation Centre","Central","Public","Skating","45.372846","-75.6597"
"658",2016-07-20,2016-07-20 19:30:00,2016-07-20 20:30:00,"Jim Durrell Recreation Centre","Central","Public","Skating","45.372846","-75.6597"
"659",2016-07-27,2016-07-27 19:30:00,2016-07-27 20:30:00,"Jim Durrell Recreation Centre","Central","Public","Skating","45.372846","-75.6597"
"660",2016-08-03,2016-08-03 19:30:00,2016-08-03 20:30:00,"Jim Durrell Recreation Centre","Central","Public","Skating","45.372846","-75.6597"
"661",2016-08-10,2016-08-10 19:30:00,2016-08-10 20:30:00,"Jim Durrell Recreation Centre","Central","Public","Skating","45.372846","-75.6597"
"662",2016-08-17,2016-08-17 19:30:00,2016-08-17 20:30:00,"Jim Durrell Recreation Centre","Central","Public","Skating","45.372846","-75.6597"
"663",2016-08-24,2016-08-24 19:30:00,2016-08-24 20:30:00,"Jim Durrell Recreation Centre","Central","Public","Skating","45.372846","-75.6597"
"664",2016-08-31,2016-08-31 19:30:00,2016-08-31 20:30:00,"Jim Durrell Recreation Centre","Central","Public","Skating","45.372846","-75.6597"
